sentence,aspect,theme,description
Three datasets cannot make the experiments convincing.,asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
"It would also be interesting to see an experiment where the labeled data has a skewed distribution of classes, but we provide the method with information about the true class distribution, and demonstrating that this information helps predictive performance.",asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
"However, only 1 dataset pair is experimented -- there should be more to ensure the findings generalize, since Sections 3 and 4 rely completely on empirical analysis.",asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
More experiments based on other types of data sets with clear global structures such as faces or stop signs will,asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
More experiments on datasets,asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
- It would be nice to have an experiment that varies the size of the external paired sentence-image dataset and tested the impact on performance.,asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
2. Were there experiments that applies your metric to the training datasets like CelebA and FFHQ? In theory your metric should show no gap between N_R_obs and N_R_ref measured on the training dataset since that's the sampled ground truth.,asp_substance,DAT_EXP,"Lack of realistic datasets used in experiments (small siz, synthetic)"
"The same holds for the type of data, since the paper only shows results for image classification benchmarks.",asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
"As for the experimental results, the paper only provides results on the sentimental analysis results and digit datasets, which are small benchmarks.",asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
The results on real datasets are similar to the regular GCN.,asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
They might be more convincing if there were results on a very large corpus such as 1 billion word corpus.,asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
"My overall concern is that the experiment result doesn’t really fully support the claim in the two aspects: 1) the SASNet takes the enriched dataset as input to the neural net but it also uses the complex (validation set) to train the optimal parameters, so strictly it doesn’t really fit in the “transfer” learning scenario.",asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
"With this dataset, it's a bit of a stretch to say there was ""only a 1 point drop in BLEU score"". That's a significant drop, and in fact the DynamicConv paper goes to significant lengths to make a smaller 0.8 point improvement.",asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing.",asp_substance,DAT_RES,"In terms of evaluation, the authors only presented a few qualitative results on simple datasets, which is not comprehensive and convincing."
"The MNIST+SVHN dataset setup is described in detail, yet there is no summary of the experimental results, which are presented in the appendix.",asp_substance,DAT_RES_EXP,"The MNIST+SVHN dataset setup is described in detail, yet there is no summary of the experimental results, which are presented in the appendix."
"The paper does not talk about settings where states of interest are not known, so all of the experiments are based on this strong assumption.",asp_substance,EXP,Experimental study not strong enough
