sentence,index,review_action,fine_review_action,aspect,target
"- Did the experiments on CIFAR-10 and ImageNet use the cosine learning rate schedule [1]? If or if not, either way, you should specify it in a revised version of this paper, e.g. did you use the cosine schedule in the first 120 steps to train the shared parameters W, did you use it in the retraining from scratch?",,arg_request,arg-request_explanation,asp_replicability,0
"This triggers my curiosity of which difficulty is it? It would be nice to see this point more elaborated, and to see ablation study experiments.",,arg_request,arg-request_experiment,asp_substance,2
2. Missed citation: MnasNet [2] also incorporates the cost of architectures in their search process.,,arg_request,arg-request_edit,arg_other,1
I think this will be a good comparison.,,arg_request,arg-request_experiment,asp_substance,2
"- Section 3.3: “Different from pruning, which the search space is usually quite limited”. “which” should be “whose”?",,arg_request,arg-request_typo,asp_clarity,3
- Section 4.4.1: “DSO-NAS can also search architecture [...]”  -> “DSO-NAS can also search for architectures [...]”,,arg_request,arg-request_typo,asp_clarity,3
"e.g. ""In specific"" --> ""Specifically"" in the abstract, ""computational budge"" -> ""budget"" (page 6) etc.",,arg_request,arg-request_typo,asp_substance,3
- From figure 2 it's not clear why all non-zero connections in (b) are then equally weighted in (c). Would keeping the non-zero weightings be at all helpful?,,arg_request,arg-request_explanation,asp_substance,0
-  Why have you chosen the 4 operations at the bottom of page 4? It appears to be a subset of those used in DARTS.,,arg_request,arg-request_explanation,asp_substance,0
- How do you specifically encode the number of surviving connections? Is it entirely dependent on budget?,,arg_request,arg-request_clarification,asp_substance,4
- You should add DARTS 1st order to table 1.,,arg_request,arg-request_experiment,asp_substance,2
- Measuring in GPU days is only meaningful if you use the same GPU make for every experiment. Which did you use?,,arg_request,arg-request_clarification,asp_substance,4
What I really want this paper to explore is when and why this happens.,,arg_request,arg-request_experiment,asp_substance,2
"Even on synthetic data, when do or don't we see generalization (systematic or otherwise) from NMNs/MAC/FiLM?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"That suggests that from the point of view of training, there are many equally good solutions, which suggests a number of interesting questions. If you did large numbers of training runs, would the models occasionally find the right solution? Could you somehow test for if a given trained model will show systematic generalization?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Is there any way to help the models find the ""right"" (or better) solutions - e.g. adding regularization, or changing the model size?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"However, I feel like the main result is a bit too predictable, and for acceptance I'd like to see a much more detailed exploration of the questions around systematic generalization.",,arg_request,arg-request_experiment,asp_substance,2
Can you clarify how you view the relationship between the approaches mentioned above?,,arg_request,arg-request_clarification,asp_soundness-correctness,4
I’m curious to hear the authors’ thoughts in this.,,arg_request,arg-request_clarification,asp_substance,4
"- Reading Figure 2b, one could be tempted to draw a correlation between the complexity of the dataset and the gains achieved by self-modulation over the baseline (e.g., Bedroom shows less difference between the two approaches than ImageNet). Do the authors agree with that?",,arg_request,arg-request_experiment,asp_substance,2
Am I missing something?,,arg_request,arg-request_clarification,asp_soundness-correctness,4
What is G_t in Theorem 2.5. It should be defined in the theorem itself.,,arg_request,arg-request_edit,asp_substance,1
I would like to suggest to use the state-of-the-arts classifier for the principal task and to evaluate how much gain your method can get with the help of auxiliary tasks.,,arg_request,arg-request_experiment,asp_substance,2
I would appreciate it if the author could provide more explanation on the introduction of the super-graph in training.,,arg_request,arg-request_edit,asp_clarity,1
"I think it is ok to say that meta dropout tries to optimize a lower bound of log p(Y|X;\theta,\phi^*), but meta dropout does not regularize the variational framework because there is no variational inference framework.",,arg_request,arg-request_edit,asp_clarity,1
Experiments on adversarial robustness can be further improved.,,arg_request,arg-request_experiment,asp_substance,2
(1) the settings and the analysis of adversarial robustness experiment can be discussed in details.,,arg_request,arg-request_edit,asp_substance,1
"For example, how to build ''adversarial learning baseline'' in meta learning settings and why the result implies the perturbation directions for generalization and robustness relates to each other; (2) how other regularization methods (e.g., Mixup, VIB and Information dropout) perform on adversarial robustness? Does Meta dropout performs better than them?",,arg_request,arg-request_explanation,asp_substance,0
"I suggest trying some other STOA attack methods (e.g., iterative methods).",,arg_request,arg-request_experiment,asp_substance,2
"Page 3, Regularization methods, 3rd line, ````wwwdiscuss",,arg_request,arg-request_typo,asp_clarity,3
"Page 7, 2nd line from the bottom, FSGM->FGSM",,arg_request,arg-request_typo,asp_clarity,3
- What is dt in Algorithm 1 description?,,arg_request,arg-request_clarification,asp_clarity,4
-typo “implmented”,,arg_request,arg-request_typo,asp_clarity,3
-What’s the 3d plot supposed to represent?,,arg_request,arg-request_clarification,asp_clarity,4
Doesn't the classification loss have a dependency on the input condition?,,arg_request,arg-request_clarification,asp_replicability,4
"--What does a ""heavy classifier"" imply concretely?",,arg_request,arg-request_clarification,asp_replicability,4
→ what do the authors mean “,,arg_request,arg-request_clarification,asp_clarity,4
"Besides visible artifacts, what does it mean? Why does a smoother G reduces those artifacts?",,arg_request,arg-request_explanation,asp_substance,0
Can this be useful for someone having less compute power and working on something similar to CelebA?,,arg_request,arg-request_experiment,asp_substance,2
"Moreover, authors should conduct experiments on state-of-the-art benchmarks, including natural images.",,arg_request,arg-request_experiment,asp_substance,2
"This is because the digitals images in MNIST do not have rich texture and detail structures, thus are not very challenging for standard image restoration methods.",,arg_request,arg-request_experiment,asp_substance,2
