text,index,review_action,target
"However, the original performance of the hand-engineered design is surprisingly bad (see first data point in any plot in Figure-4).",,arg_evaluative,0
"Does the controller also start from scratch? If so, why? Also, it is not clear what is the meaning of generations if the graph is fixed, can't it be learned altogether at once?",,arg_request,1
[Recommendation]:,,arg_structuring,0
I request the authors to address the comments raised above.,,arg_structuring,0
"Overall, this is a reasonable paper but experimental section needs much more attention.",,arg_evaluative,0
"This paper builds upon the assumption that GANs successfully approximate the data manifold, and uses this assumption to regularize semi-supervised learning process.",,arg_structuring,0
The proposed regularization strategy enforces that a discriminator or a given classifier should be invariant to small perturbations on the data manifold z. It is empirically shown that naively enforcing such a constraint by randomly adding noise to z could lead to under-smoothing or over-smoothing in some cases which can harm the final classification performance.,,arg_structuring,0
"Consequently, the proposed regularization technique takes a step of tunable size in the direction of the manifold gradient, which has the effect of smoothing along the direction of the gradient while ignoring its norm.",,arg_structuring,0
"Extensive experiments have been conducted, showing that the proposed approach",,arg_structuring,0
"outperforms or is comparable with recent state-of-the-art approaches on cifar 10, especially in presence of fewer labelled data points.",,none,0
"On SVHN however, the proposed approach fails in comparison with (Kumar et al 2017) but performs better than other approaches.",,arg_structuring,0
"Furthermore, it has been shown that adding the proposed manifold regularization technique to the training of GAN greatly improves the image quality of generated images (in terms of FID scores and inception scores).",,arg_structuring,0
"Also, by combining the proposed regularizer with a classical supervised classifier (via pre-training a GAN and using it for regularization) decreases classification error by 2 to 3%.",,arg_structuring,0
"Finally, it has also been shown that after training a GAN using the manifold regularization, the algorithm is able to produce similar images giving a low enough perturbation of the data manifold z.",,arg_structuring,0
"Overall, this paper is well written and show significant improvements especially for image generation.",,arg_structuring,0
"However, the novelty is rather limited as similar ideas have been undertaken (e.g., Mescheder et al 2018), but in different contexts.",,arg_evaluative,0
The paper would be improved if the following points are taken into account:,,arg_structuring,0
A comparison with Graph Convolutional Network based techniques seems appropriate (e.g. Kipf and Welling 2017).,,arg_request,1
How do the FID/Inception improvements compare to (Mescheder et al 2018)?,,arg_request,1
It would be interesting to discuss why the FID score for SVHN gets worse in presence of 1000 labels.,,arg_request,1
Although there is a clear improvement in FID scores for Cifar10.,,arg_fact,0
It would be informative to show the generated images w/ and w/o manifold regularization.,,arg_request,1
More analysis should be provided on why (Kumar et al 2017) perform so well on SVHN.,,arg_request,1
It should be stated that bold values in tables do not represent best results (as it is usually the case) but rather results for the proposed approach.,,arg_request,1
"The paper presents an approach to extract a character from a video and then maneuver that character in the plane, optionally with other backgrounds.",,arg_structuring,0
"The character is then redrawn into the background with a neural net, and all of this is done in real time.",,arg_structuring,0
"All in all, this paper was well structured and extensively detailed wrt how it engineered this solution (and why).",,arg_evaluative,0
"If I had a complaint, it would be that I did not learn anything scientifically from the paper.",,arg_evaluative,0
"There isn't a tested hypothesis, but rather it's a feat of engineering to get this to work.",,arg_evaluative,0
"Those are important as well for the field, and I suspect that this direction could be pushed a lot more.",,arg_other,0
"For example, it's not close to getting realistic spatial movement relative to the plane nor is the control that impressive wrt limbs.",,arg_evaluative,0
"However, as a next-contribution, this work deserves to be seen more widely.",,arg_other,0
"Hence, I rate it as a weak accept.",,arg_evaluative,0
"The authors introduce the idea of distributed backdoor attacks in the FL framework, in which the dishonest participants in FL add local triggers to their training data to influence the global model to classify triggered images in a desired way.",,arg_structuring,0
"They show empirically that the learned models then are more likely to be successfully forced to misclassified images in which all the local triggers are present at test time, than are models learned using centralized backdoor attacks, where all attackers use the same trigger pattern (one of the same size as the concatenation of the local triggers, to be fair in the comparison).",,arg_structuring,0
